MUN_NAME,MUN_NAME_data_orig,MUN_CODE,UF_ABBREV,Modulo_fiscal_ha
Lago dos Rodrigues,Lago dos Rodrigues,2105948,MA,60
Lagoa Grande do Maranhão,Lagoa Grande do Maranhão,2105963,MA,60
Lajeado Novo,Lajeado Novo,2105989,MA,75
Lima Campos,Lima Campos,2106003,MA,60
Loreto,Loreto,2106102,MA,75
Luís Domingues,Luís Domingues,2106201,MA,75
Magalhães de Almeida,Magalhães de Almeida,2106300,MA,70
Maracaçumé,Maracaçumé,2106326,MA,75
Marajá do Sena,Marajá do Sena,2106359,MA,60
Maranhãozinho,Maranhãozinho,2106375,MA,75
Mata Roma,Mata Roma,2106409,MA,70
Matinha,Matinha,2106508,MA,55
Matões,Mat§es,2106607,MA,NA
Matões do Norte,Mat§es do Norte,2106631,MA,NA
Milagres do Maranhão,Milagres do Maranhão,2106672,MA,70
Mirador,Mirador,2106706,MA,70
Miranda do Norte,Miranda do Norte,2106755,MA,55
Mirinzal,Mirinzal,2106805,MA,55
Monção,Monção,2106904,MA,60
Montes Altos,Montes Altos,2107001,MA,75
Morros,Morros,2107100,MA,70
Nina Rodrigues,Nina Rodrigues,2107209,MA,70
Nova Colinas,Nova Colinas,2107258,MA,75
Nova Iorque,Nova Iorque,2107308,MA,70
Nova Olinda do Maranhão,Nova Olinda do Maranhão,2107357,MA,75
Olho d'Água das Cunhãs,Olho D'água das Cunhãs,2107407,MA,NA
Olinda Nova do Maranhão,Olinda Nova do Maranhão,2107456,MA,55
Paço do Lumiar,Paço do Lumiar,2107506,MA,30
Palmeirândia,Palmeirândia,2107605,MA,55
Paraibano,Paraibano,2107704,MA,70
Parnarama,Parnarama,2107803,MA,55
Passagem Franca,Passagem Franca,2107902,MA,70
Pastos Bons,Pastos Bons,2108009,MA,70
Paulino Neves,Paulino Neves,2108058,MA,70
Paulo Ramos,Paulo Ramos,2108108,MA,60
Pedreiras,Pedreiras,2108207,MA,60
Pedro do Rosário,Pedro do Rosário,2108256,MA,55
Penalva,Penalva,2108306,MA,55
Peri Mirim,Peri Mirim,2108405,MA,55
Peritoró,Peritoró,2108454,MA,70
Pindaré-Mirim,Pindaré Mirim,2108504,MA,NA
Pinheiro,Pinheiro,2108603,MA,55
Pio XII,Pio Xii,2108702,MA,NA
Pirapemas,Pirapemas,2108801,MA,55
Poção de Pedras,Poção de Pedras,2108900,MA,60
Porto Franco,Porto Franco,2109007,MA,75
Porto Rico do Maranhão,Porto Rico do Maranhão,2109056,MA,55
Presidente Dutra,Presidente Dutra,2109106,MA,70
Presidente Juscelino,Presidente Juscelino,2109205,MA,70
Presidente Médici,Presidente Médici,2109239,MA,75
Presidente Sarney,Presidente Sarney,2109270,MA,55
Presidente Vargas,Presidente Vargas,2109304,MA,70
Primeira Cruz,Primeira Cruz,2109403,MA,70
Raposa,Raposa,2109452,MA,30
Riachão,Riachão,2109502,MA,75
Ribamar Fiquene,Ribamar Fiquene,2109551,MA,75
Rosário,Rosário,2109601,MA,30
Sambaíba,Sambaíba,2109700,MA,75
Santa Filomena do Maranhão,Santa Filomena do Maranhão,2109759,MA,70
Santa Helena,Santa Helena,2109809,MA,60
Santa Inês,Santa Inês,2109908,MA,60
Santa Luzia,Santa Luzia,2110005,MA,60
Santa Luzia do Paruá,Santa Luzia do Paruá,2110039,MA,75
Santa Quitéria do Maranhão,Santa Quitéria do Maranhão,2110104,MA,70
Santa Rita,Santa Rita,2110203,MA,55
Santana do Maranhão,Santana do Maranhão,2110237,MA,70
Santo Amaro do Maranhão,Santo Amaro do Maranhão,2110278,MA,70
Santo Antônio dos Lopes,Santo Antânio dos Lopes,2110302,MA,NA
São Benedito do Rio Preto,São Benedito do Rio Preto,2110401,MA,70
São Bento,São Bento,2110500,MA,55
São Bernardo,São Bernardo,2110609,MA,70
São Domingos do Azeitão,São Domingos do Azeitão,2110658,MA,75
São Domingos do Maranhão,São Domingos do Maranhão,2110708,MA,70
São Félix de Balsas,São Félix de Balsas,2110807,MA,75
São Francisco do Brejão,São Francisco do Brejão,2110856,MA,75
São Francisco do Maranhão,São Francisco do Maranhão,2110906,MA,70
São João Batista,São João Batista,2111003,MA,55
São João do Carú,São João do Carú,2111029,MA,60
São João do Paraíso,São João do Paraíso,2111052,MA,75
São João do Soter,São João do Soter,2111078,MA,55
São João dos Patos,São João dos Patos,2111102,MA,70
São José de Ribamar,São José de Ribamar,2111201,MA,30
São José dos Basílios,São José dos Basílios,2111250,MA,70
São Luís,São Luís,2111300,MA,15
São Luís Gonzaga do Maranhão,São Luís Gonzaga do Maranhão,2111409,MA,60
São Mateus do Maranhão,São Mateus do Maranhão,2111508,MA,55
São Pedro da Água Branca,São Pedro da Água Branca,2111532,MA,75
São Pedro dos Crentes,São Pedro dos Crentes,2111573,MA,75
São Raimundo das Mangabeiras,São Raimundo das Mangabeiras,2111607,MA,75
São Raimundo do Doca Bezerra,São Raimundo do Doca Bezerra,2111631,MA,50
São Roberto,São Roberto,2111672,MA,50
São Vicente Ferrer,São Vicente Ferrer,2111706,MA,55
Satubinha,Satubinha,2111722,MA,60
Senador Alexandre Costa,Senador Alexandre Costa,2111748,MA,70
Senador La Rocque,Senador La Rocque,2111763,MA,75
Serrano do Maranhão,Serrano do Maranhão,2111789,MA,55
Sítio Novo,Sítio Novo,2111805,MA,70
Sucupira do Norte,Sucupira do Norte,2111904,MA,70
Sucupira do Riachão,Sucupira do Riachão,2111953,MA,70
Tasso Fragoso,Tasso Fragoso,2112001,MA,75
Timbiras,Timbiras,2112100,MA,70
Timon,Timon,2112209,MA,55
Trizidela do Vale,Trizidela do Vale,2112233,MA,60
Tufilândia,Tufilândia,2112274,MA,60
Tuntum,Tuntum,2112308,MA,70
Turiaçu,Turiaçu,2112407,MA,75
Turilândia,Turilândia,2112456,MA,75
Tutóia,Tutóia,2112506,MA,70
Urbano Santos,Urbano Santos,2112605,MA,70
Vargem Grande,Vargem Grande,2112704,MA,70
Viana,Viana,2112803,MA,55
Vila Nova dos Martírios,Vila Nova dos Martírios,2112852,MA,75
Vitória do Mearim,Vitória do Mearim,2112902,MA,60
Vitorino Freire,Vitorino Freire,2113009,MA,60
Zé Doca,Zé Doca,2114007,MA,60
Acauã,Acauã,2200053,PI,70
Agricolândia,Agricolândia,2200103,PI,70
Água Branca,Água Branca,2200202,PI,70
Alagoinha do Piauí,Alagoinha do Piauí,2200251,PI,70
Alegrete do Piauí,Alegrete do Piauí,2200277,PI,70
Alto Longá,Alto Longá,2200301,PI,55
Altos,Altos,2200400,PI,30
Alvorada do Gurguéia,Alvorada do Gurguéia,2200459,PI,70
Amarante,Amarante,2200509,PI,70
Angical do Piauí,Angical do Piauí,2200608,PI,70
Anísio de Abreu,Anísio de Abreu,2200707,PI,70
Antônio Almeida,Antânio Almeida,2200806,PI,NA
Aroazes,Aroazes,2200905,PI,70
Aroeiras do Itaim,Aroeiras do Itaim,2200954,PI,70
Arraial,Arraial,2201002,PI,70
Assunção do Piauí,Assunção do Piauí,2201051,PI,60
Avelino Lopes,Avelino Lopes,2201101,PI,75
Baixa Grande do Ribeiro,Baixa Grande do Ribeiro,2201150,PI,75
Barra D'Alcântara,Barra D'alcântara,2201176,PI,NA
Barras,Barras,2201200,PI,60
Barreiras do Piauí,Barreiras do Piauí,2201309,PI,75
Barro Duro,Barro Duro,2201408,PI,70
Batalha,Batalha,2201507,PI,60
Bela Vista do Piauí,Bela Vista do Piauí,2201556,PI,70
Belém do Piauí,Belém do Piauí,2201572,PI,70
Beneditinos,Beneditinos,2201606,PI,30
Bertolínia,Bertolínia,2201705,PI,70
Betânia do Piauí,Betânia do Piauí,2201739,PI,70
Boa Hora,Boa Hora,2201770,PI,60
Bocaina,Bocaina,2201804,PI,70
Bom Jesus,Bom Jesus,2201903,PI,70
Bom Princípio do Piauí,Bom Princípio do Piauí,2201919,PI,55
Bonfim do Piauí,Bonfim do Piauí,2201929,PI,70
Boqueirão do Piauí,Boqueirão do Piauí,2201945,PI,55
Brasileira,Brasileira,2201960,PI,60
Brejo do Piauí,Brejo do Piauí,2201988,PI,70
Buriti dos Lopes,Buriti dos Lopes,2202000,PI,55
Buriti dos Montes,Buriti dos Montes,2202026,PI,60
Cabeceiras do Piauí,Cabeceiras do Piauí,2202059,PI,60
Cajazeiras do Piauí,Cajazeiras do Piauí,2202075,PI,70
Cajueiro da Praia,Cajueiro da Praia,2202083,PI,55
Caldeirão Grande do Piauí,Caldeirão Grande do Piauí,2202091,PI,70
Campinas do Piauí,Campinas do Piauí,2202109,PI,70
Campo Alegre do Fidalgo,Campo Alegre do Fidalgo,2202117,PI,70
Campo Grande do Piauí,Campo Grande do Piauí,2202133,PI,70
Campo Largo do Piauí,Campo Largo do Piauí,2202174,PI,55
Campo Maior,Campo Maior,2202208,PI,55
Canavieira,Canavieira,2202251,PI,70
Canto do Buriti,Canto do Buriti,2202307,PI,70
Capitão de Campos,Capitão de Campos,2202406,PI,60
Capitão Gervásio Oliveira,Capitão Gervásio Oliveira,2202455,PI,70
Caracol,Caracol,2202505,PI,70
Caraúbas do Piauí,Caraubas do Piauí,2202539,PI,NA
Caridade do Piauí,Caridade do Piauí,2202554,PI,70
Castelo do Piauí,Castelo do Piauí,2202604,PI,60
Caxingó,Caxingo,2202653,PI,NA
Cocal,Cocal,2202703,PI,60
Cocal de Telha,Cocal de Telha,2202711,PI,55
Cocal dos Alves,Cocal dos Alves,2202729,PI,60
Coivaras,Coivaras,2202737,PI,30
Colônia do Gurguéia,Colânia do Gurguéia,2202752,PI,NA
Colônia do Piauí,Colânia do Piauí,2202778,PI,NA
Conceição do Canindé,Conceição do Canindé,2202802,PI,70
Coronel José Dias,Coronel José Dias,2202851,PI,70
Corrente,Corrente,2202901,PI,75
Cristalândia do Piauí,Cristalândia do Piauí,2203008,PI,75
Cristino Castro,Cristino Castro,2203107,PI,70
Curimatá,Curimatá,2203206,PI,75
Currais,Currais,2203230,PI,70
Curralinhos,Curralinhos,2203255,PI,30
Curral Novo do Piauí,Curral Novo do Piauí,2203271,PI,70
Demerval Lobão,Demerval Lobão,2203305,PI,30
Dirceu Arcoverde,Dirceu Arcoverde,2203354,PI,70
Dom Expedito Lopes,Dom Expedito Lopes,2203404,PI,70
Domingos Mourão,Domingos Mourão,2203420,PI,60
Dom Inocêncio,Dom Inocêncio,2203453,PI,70
Elesbão Veloso,Elesbão Veloso,2203503,PI,70
Eliseu Martins,Eliseu Martins,2203602,PI,70
Esperantina,Esperantina,2203701,PI,55
Fartura do Piauí,Fartura do Piauí,2203750,PI,70
Flores do Piauí,Flores do Piauí,2203800,PI,70
Floresta do Piauí,Floresta do Piauí,2203859,PI,70
Floriano,Floriano,2203909,PI,70
Francinópolis,Francinópolis,2204006,PI,70
Francisco Ayres,Francisco Ayres,2204105,PI,70
Francisco Macedo,Francisco Macedo,2204154,PI,70
Francisco Santos,Francisco Santos,2204204,PI,70
Fronteiras,Fronteiras,2204303,PI,70
Geminiano,Geminiano,2204352,PI,70
Gilbués,Gilbués,2204402,PI,75
Guadalupe,Guadalupe,2204501,PI,70
Guaribas,Guaribas,2204550,PI,70
Hugo Napoleão,Hugo Napoleão,2204600,PI,70
Ilha Grande,Ilha Grande,2204659,PI,55
Inhuma,Inhuma,2204709,PI,70
Ipiranga do Piauí,Ipiranga do Piauí,2204808,PI,70
Isaías Coelho,Isaías Coelho,2204907,PI,70
Itainópolis,Itainópolis,2205003,PI,70
Itaueira,Itaueira,2205102,PI,70
Jacobina do Piauí,Jacobina do Piauí,2205151,PI,70
Jaicós,Jaicós,2205201,PI,70
Jardim do Mulato,Jardim do Mulato,2205250,PI,70
Jatobá do Piauí,Jatobá do Piauí,2205276,PI,55
Jerumenha,Jerumenha,2205300,PI,70
João Costa,João Costa,2205359,PI,70
Joaquim Pires,Joaquim Pires,2205409,PI,55
Joca Marques,Joca Marques,2205458,PI,55
José de Freitas,José de Freitas,2205508,PI,30
Juazeiro do Piauí,Juazeiro do Piauí,2205516,PI,60
Júlio Borges,Júlio Borges,2205524,PI,75
Jurema,Jurema,2205532,PI,70
Lagoinha do Piauí,Lagoinha do Piauí,2205540,PI,70
Lagoa Alegre,Lagoa Alegre,2205557,PI,30
Lagoa do Barro do Piauí,Lagoa do Barro do Piauí,2205565,PI,70
Lagoa de São Francisco,Lagoa de São Francisco,2205573,PI,60
Lagoa do Piauí,Lagoa do Piauí,2205581,PI,30
Lagoa do Sítio,Lagoa do Sítio,2205599,PI,70
Landri Sales,Landri Sales,2205607,PI,70
Luís Correia,Luís Correia,2205706,PI,55
Luzilândia,Luzilândia,2205805,PI,55
Madeiro,Madeiro,2205854,PI,55
Manoel Emídio,Manoel Emídio,2205904,PI,70
Marcolândia,Marcolândia,2205953,PI,70
Marcos Parente,Marcos Parente,2206001,PI,70
Massapê do Piauí,Massapê do Piauí,2206050,PI,70
Matias Olímpio,Matias Olímpio,2206100,PI,55
Miguel Alves,Miguel Alves,2206209,PI,30
Miguel Leão,Miguel Leão,2206308,PI,70
Milton Brandão,Milton Brandão,2206357,PI,60
Monsenhor Gil,Monsenhor Gil,2206407,PI,30
Monsenhor Hipólito,Monsenhor Hipólito,2206506,PI,70
Monte Alegre do Piauí,Monte Alegre do Piauí,2206605,PI,75
Morro Cabeça no Tempo,Morro Cabeça No Tempo,2206654,PI,NA
Morro do Chapéu do Piauí,Morro do Chapéu do Piauí,2206670,PI,55
Murici dos Portelas,Murici dos Portelas,2206696,PI,55
Nazaré do Piauí,Nazaré do Piauí,2206704,PI,70
Nossa Senhora de Nazaré,Nossa Senhora de Nazaré,2206753,PI,55
Nossa Senhora dos Remédios,Nossa Senhora dos Remédios,2206803,PI,55
Novo Oriente do Piauí,Novo Oriente do Piauí,2206902,PI,70
Novo Santo Antônio,Novo Santo Antânio,2206951,PI,NA
Oeiras,Oeiras,2207009,PI,70
Olho D'Água do Piauí,Olho D'água do Piauí,2207108,PI,NA
Padre Marcos,Padre Marcos,2207207,PI,70
Paes Landim,Paes Landim,2207306,PI,70
Pajeú do Piauí,Pajeú do Piauí,2207355,PI,70
Palmeira do Piauí,Palmeira do Piauí,2207405,PI,70
Palmeirais,Palmeirais,2207504,PI,70
Paquetá,Paquetá,2207553,PI,70
Parnaguá,Parnaguá,2207603,PI,75
Parnaíba,Parnaíba,2207702,PI,55
Passagem Franca do Piauí,Passagem Franca do Piauí,2207751,PI,70
Patos do Piauí,Patos do Piauí,2207777,PI,70
Pau D'Arco do Piauí,Pau D'arco do Piauí,2207793,PI,NA
Paulistana,Paulistana,2207801,PI,70
Pavussu,Pavussu,2207850,PI,70
Pedro II,Pedro Ii,2207900,PI,NA
Pedro Laurentino,Pedro Laurentino,2207934,PI,70
Nova Santa Rita,Nova Santa Rita,2207959,PI,70
Picos,Picos,2208007,PI,70
Pimenteiras,Pimenteiras,2208106,PI,70
Pio IX,Pio Ix,2208205,PI,NA
Piracuruca,Piracuruca,2208304,PI,60
Piripiri,Piripiri,2208403,PI,60
Porto,Porto,2208502,PI,55
Porto Alegre do Piauí,Porto Alegre do Piauí,2208551,PI,70
Prata do Piauí,Prata do Piauí,2208601,PI,70
Queimada Nova,Queimada Nova,2208650,PI,70
Redenção do Gurguéia,Redenção do Gurguéia,2208700,PI,70
Regeneração,Regeneração,2208809,PI,70
Riacho Frio,Riacho Frio,2208858,PI,75
Ribeira do Piauí,Ribeira do Piauí,2208874,PI,70
Ribeiro Gonçalves,Ribeiro Gonçalves,2208908,PI,75
Rio Grande do Piauí,Rio Grande do Piauí,2209005,PI,70
Santa Cruz do Piauí,Santa Cruz do Piauí,2209104,PI,70
Santa Cruz dos Milagres,Santa Cruz dos Milagres,2209153,PI,70
Santa Filomena,Santa Filomena,2209203,PI,75
Santa Luz,Santa Luz,2209302,PI,70
Santana do Piauí,Santana do Piauí,2209351,PI,70
Santa Rosa do Piauí,Santa Rosa do Piauí,2209377,PI,70
Santo Antônio de Lisboa,Santo Antânio de Lisboa,2209401,PI,NA
Santo Antônio dos Milagres,Santo Antânio dos Milagres,2209450,PI,NA
Santo Inácio do Piauí,Santo Inácio do Piauí,2209500,PI,70
São Braz do Piauí,São Braz do Piauí,2209559,PI,70
São Félix do Piauí,São Félix do Piauí,2209609,PI,70
São Francisco de Assis do Piauí,São Francisco de Assis do Piauí,2209658,PI,70
São Francisco do Piauí,São Francisco do Piauí,2209708,PI,70
São Gonçalo do Gurguéia,São Gonçalo do Gurguéia,2209757,PI,75
São Gonçalo do Piauí,São Gonçalo do Piauí,2209807,PI,70
São João da Canabrava,São João da Canabrava,2209856,PI,70
São João da Fronteira,São João da Fronteira,2209872,PI,60
São João da Serra,São João da Serra,2209906,PI,55
São João da Varjota,São João da Varjota,2209955,PI,70
São João do Arraial,São João do Arraial,2209971,PI,55
São João do Piauí,São João do Piauí,2210003,PI,70
São José do Divino,São José do Divino,2210052,PI,60
São José do Peixe,São José do Peixe,2210102,PI,70
São José do Piauí,São José do Piauí,2210201,PI,70
São Julião,São Julião,2210300,PI,70
São Lourenço do Piauí,São Lourenço do Piauí,2210359,PI,70
São Luis do Piauí,São Luis do Piauí,2210375,PI,70
São Miguel da Baixa Grande,São Miguel da Baixa Grande,2210383,PI,70
São Miguel do Fidalgo,São Miguel do Fidalgo,2210391,PI,70
São Miguel do Tapuio,São Miguel do Tapuio,2210409,PI,60
São Pedro do Piauí,São Pedro do Piauí,2210508,PI,70
São Raimundo Nonato,São Raimundo Nonato,2210607,PI,70
Sebastião Barros,Sebastião Barros,2210623,PI,75
Sebastião Leal,Sebastião Leal,2210631,PI,70
Sigefredo Pacheco,Sigefredo Pacheco,2210656,PI,55
Simões,Sim§es,2210706,PI,NA
Simplício Mendes,Simplício Mendes,2210805,PI,70
Socorro do Piauí,Socorro do Piauí,2210904,PI,70
Sussuapara,Sussuapara,2210938,PI,70
Tamboril do Piauí,Tamboril do Piauí,2210953,PI,70
Tanque do Piauí,Tanque do Piauí,2210979,PI,70
Teresina,Teresina,2211001,PI,15
União,União,2211100,PI,30
Uruçuí,Uruçuí,2211209,PI,75
Valença do Piauí,Valença do Piauí,2211308,PI,70
Várzea Branca,Várzea Branca,2211357,PI,70
Várzea Grande,Várzea Grande,2211407,PI,70
Vera Mendes,Vera Mendes,2211506,PI,70
Vila Nova do Piauí,Vila Nova do Piauí,2211605,PI,70
Wall Ferraz,Wall Ferraz,2211704,PI,70
Abaiara,Abaiara,2300101,CE,45
Acarape,Acarape,2300150,CE,35
Acaraú,Acaraú,2300200,CE,55
Acopiara,Acopiara,2300309,CE,40
Aiuaba,Aiuaba,2300408,CE,90
Alcântaras,Alcântaras,2300507,CE,40
Altaneira,Altaneira,2300606,CE,50
Alto Santo,Alto Santo,2300705,CE,55
Amontada,Amontada,2300754,CE,50
Antonina do Norte,Antonina do Norte,2300804,CE,50
Apuiarés,Apuiarés,2300903,CE,50
Aquiraz,Aquiraz,2301000,CE,10
Aracati,Aracati,2301109,CE,45
Aracoiaba,Aracoiaba,2301208,CE,40
Ararendá,Ararendá,2301257,CE,70
Araripe,Araripe,2301307,CE,65
Aratuba,Aratuba,2301406,CE,20
Arneiroz,Arneiroz,2301505,CE,90
Assaré,Assaré,2301604,CE,50
Aurora,Aurora,2301703,CE,45
Baixio,Baixio,2301802,CE,40
Banabuiú,Banabuiú,2301851,CE,50
Barbalha,Barbalha,2301901,CE,26
Barreira,Barreira,2301950,CE,35
Barro,Barro,2302008,CE,45
Barroquinha,Barroquinha,2302057,CE,55
Baturité,Baturité,2302107,CE,40
Beberibe,Beberibe,2302206,CE,28
Bela Cruz,Bela Cruz,2302305,CE,40
Boa Viagem,Boa Viagem,2302404,CE,50
Brejo Santo,Brejo Santo,2302503,CE,45
Camocim,Camocim,2302602,CE,55
Campos Sales,Campos Sales,2302701,CE,70
Canindé,Canindé,2302800,CE,50
Capistrano,Capistrano,2302909,CE,45
Caridade,Caridade,2303006,CE,50
Cariré,Cariré,2303105,CE,55
Caririaçu,Caririaçu,2303204,CE,45
Cariús,Cariús,2303303,CE,40
Carnaubal,Carnaubal,2303402,CE,50
Cascavel,Cascavel,2303501,CE,28
Catarina,Catarina,2303600,CE,90
Catunda,Catunda,2303659,CE,55
Caucaia,Caucaia,2303709,CE,15
Cedro,Cedro,2303808,CE,40
Chaval,Chaval,2303907,CE,55
Choró,Choró,2303931,CE,50
Chorozinho,Chorozinho,2303956,CE,16
Coreaú,Coreaú,2304004,CE,55
Crateús,Crateús,2304103,CE,80
Crato,Crato,2304202,CE,26
Croatá,Croatá,2304236,CE,45
Cruz,Cruz,2304251,CE,55
Deputado Irapuan Pinheiro,Deputado Irapuan Pinheiro,2304269,CE,55
Ereré,Ererê,2304277,CE,NA
Eusébio,Eusébio,2304285,CE,10
Farias Brito,Farias Brito,2304301,CE,50
Forquilha,Forquilha,2304350,CE,50
Fortaleza,Fortaleza,2304400,CE,5
Fortim,Fortim,2304459,CE,45
Frecheirinha,Frecheirinha,2304509,CE,50
General Sampaio,General Sampaio,2304608,CE,50
Graça,Graça,2304657,CE,40
Granja,Granja,2304707,CE,55
Granjeiro,Granjeiro,2304806,CE,45
Groaíras,Groaíras,2304905,CE,55
Guaiúba,Guaiúba,2304954,CE,15
Guaraciaba do Norte,Guaraciaba do Norte,2305001,CE,45
Guaramiranga,Guaramiranga,2305100,CE,20
Hidrolândia,Hidrolândia,2305209,CE,50
Horizonte,Horizonte,2305233,CE,16
Ibaretama,Ibaretama,2305266,CE,50
Ibiapina,Ibiapina,2305308,CE,45
Ibicuitinga,Ibicuitinga,2305332,CE,55
Icapuí,Icapuí,2305357,CE,45
Icó,Icó,2305407,CE,40
Iguatu,Iguatu,2305506,CE,40
Independência,Independência,2305605,CE,80
Ipaporanga,Ipaporanga,2305654,CE,70
Ipaumirim,Ipaumirim,2305704,CE,40
Ipu,Ipu,2305803,CE,50
Ipueiras,Ipueiras,2305902,CE,70
Iracema,Iracema,2306009,CE,60
Irauçuba,Irauçuba,2306108,CE,55
Itaiçaba,Itaiçaba,2306207,CE,55
Itaitinga,Itaitinga,2306256,CE,15
Itapajé,Itapagé,2306306,CE,NA
Itapipoca,Itapipoca,2306405,CE,50
Itapiúna,Itapiúna,2306504,CE,45
Itarema,Itarema,2306553,CE,55
Itatira,Itatira,2306603,CE,50
Jaguaretama,Jaguaretama,2306702,CE,55
Jaguaribara,Jaguaribara,2306801,CE,55
Jaguaribe,Jaguaribe,2306900,CE,55
Jaguaruana,Jaguaruana,2307007,CE,55
Jardim,Jardim,2307106,CE,26
Jati,Jati,2307205,CE,45
Jijoca de Jericoacoara,Jijoca de Jericoacoara,2307254,CE,55
Juazeiro do Norte,Juazeiro do Norte,2307304,CE,26
Jucás,Jucás,2307403,CE,40
Lavras da Mangabeira,Lavras da Mangabeira,2307502,CE,40
Limoeiro do Norte,Limoeiro do Norte,2307601,CE,55
Madalena,Madalena,2307635,CE,50
Maracanaú,Maracanaú,2307650,CE,15
Maranguape,Maranguape,2307700,CE,15
Marco,Marco,2307809,CE,55
Martinópole,Martinópole,2307908,CE,55
Massapê,Massapê,2308005,CE,50
Mauriti,Mauriti,2308104,CE,45
Meruoca,Meruoca,2308203,CE,40
Milagres,Milagres,2308302,CE,45
Milhã,Milhã,2308351,CE,55
Miraíma,Miraíma,2308377,CE,50
Missão Velha,Missão Velha,2308401,CE,26
Mombaça,Mombaça,2308500,CE,40
Monsenhor Tabosa,Monsenhor Tabosa,2308609,CE,80
Morada Nova,Morada Nova,2308708,CE,55
Moraújo,Moraújo,2308807,CE,55
Morrinhos,Morrinhos,2308906,CE,65
Mucambo,Mucambo,2309003,CE,55
Mulungu,Mulungu,2309102,CE,20
Nova Olinda,Nova Olinda,2309201,CE,55
Nova Russas,Nova Russas,2309300,CE,70
Novo Oriente,Novo Oriente,2309409,CE,80
Ocara,Ocara,2309458,CE,40
Orós,Orós,2309508,CE,40
Pacajus,Pacajus,2309607,CE,16
Pacatuba,Pacatuba,2309706,CE,15
Pacoti,Pacoti,2309805,CE,20
Pacujá,Pacujá,2309904,CE,55
Palhano,Palhano,2310001,CE,55
Palmácia,Palmácia,2310100,CE,20
Paracuru,Paracuru,2310209,CE,45
Paraipaba,Paraipaba,2310258,CE,45
Parambu,Parambu,2310308,CE,90
Paramoti,Paramoti,2310407,CE,50
Pedra Branca,Pedra Branca,2310506,CE,50
Penaforte,Penaforte,2310605,CE,45
Pentecoste,Pentecoste,2310704,CE,50
Pereiro,Pereiro,2310803,CE,55
Pindoretama,Pindoretama,2310852,CE,28
Piquet Carneiro,Piquet Carneiro,2310902,CE,50
Pires Ferreira,Pires Ferreira,2310951,CE,50
Poranga,Poranga,2311009,CE,70
Porteiras,Porteiras,2311108,CE,45
Potengi,Potengi,2311207,CE,60
Potiretama,Potiretama,2311231,CE,60
Quiterianópolis,Quiterianópolis,2311264,CE,80
Quixadá,Quixadá,2311306,CE,50
Quixelô,Quixelâ,2311355,CE,NA
Quixeramobim,Quixeramobim,2311405,CE,50
Quixeré,Quixeré,2311504,CE,55
Redenção,Redenção,2311603,CE,35
Reriutaba,Reriutaba,2311702,CE,55
Russas,Russas,2311801,CE,55
Saboeiro,Saboeiro,2311900,CE,90
Salitre,Salitre,2311959,CE,70
Santana do Acaraú,Santana do Acaraú,2312007,CE,65
Santana do Cariri,Santana do Cariri,2312106,CE,55
Santa Quitéria,Santa Quitéria,2312205,CE,55
São Benedito,São Benedito,2312304,CE,40
São Gonçalo do Amarante,São Gonçalo do Amarante,2312403,CE,50
São João do Jaguaribe,São João do Jaguaribe,2312502,CE,55
São Luís do Curu,São Luís do Curu,2312601,CE,50
Senador Pompeu,Senador Pompeu,2312700,CE,50
Senador Sá,Senador Sá,2312809,CE,65
Sobral,Sobral,2312908,CE,50
Solonópole,Solonópole,2313005,CE,55
Tabuleiro do Norte,Tabuleiro do Norte,2313104,CE,55
Tamboril,Tamboril,2313203,CE,80
Tarrafas,Tarrafas,2313252,CE,50
Tauá,Tauá,2313302,CE,90
Tejuçuoca,Tejuçuoca,2313351,CE,45
Tianguá,Tianguá,2313401,CE,45
Trairi,Trairi,2313500,CE,50
Tururu,Tururu,2313559,CE,35
